id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff
2,stl#Admin:Event Update Button->Admin:Event Update Button->Event Update Button:retrieve events->retrieve events:Event List->Event List:Prompt Event Update Dialog->Prompt Event Update Dialog:Event Information Update Page->Event Information Update Page:Update Event Information->Update Event Information:Event,Update Event,TRAN_NA,8,7,5.857142857142857,7,46.857142857142854,51
3,stl#Admin:Event Update Button->Admin:Event Update Button->Event Update Button:retrieve events->retrieve events:Event,Update Event,TRAN_NA,4,3,5,3,20,51
4,stl#Admin:Event List->Admin:Event List->Event List:Prompt Event Update Dialog->Prompt Event Update Dialog:Event Information Update Page->Event Information Update Page:Update Event Information->Update Event Information:Event Information Update Page->Event Information Update Page:Update Event Information,Update Event,TRAN_NA,7,6,6.333333333333333,6,44.33333333333333,51
5,stl#Admin:Event List->Admin:Event List->Event List:Prompt Event Update Dialog->Prompt Event Update Dialog:Event Information Update Page->Event Information Update Page:Update Event Information->Update Event Information:Event,Update Event,TRAN_NA,6,5,6.6,5,39.599999999999994,51
6,stl#Admin:Event Information Update Page->Admin:Event Information Update Page->Event Information Update Page:Update Event Information->Update Event Information:Event Information Update Page->Event Information Update Page:Update Event Information,Update Event,TRAN_NA,5,4,6,4,30,51
7,stl#Admin:Event Information Update Page->Admin:Event Information Update Page->Event Information Update Page:Update Event Information->Update Event Information:Event,Update Event,TRAN_NA,4,3,6.333333333333333,3,25.333333333333332,51
1,stl#User:Radius Setting Button->User:Radius Setting Button->Radius Setting Button:Search pictures by radius->Search pictures by radius:Pictures,View Nearby Pictures,TRAN_NA,4,3,1,3,4,51
1,stl#User:Picture Gallery->User:Picture Gallery->Picture Gallery:retrieve picture details->retrieve picture details:Picture,View Specific Picture,CTRL,4,3,3,3,12,51
1,stl#User:add to cart button->User:add to cart button->add to cart button:check db if available->check db if available:not available error message,Add to cart,CTRL,4,3,3,3,12,52
2,stl#User:add to cart button->User:add to cart button->add to cart button:check db if available->check db if available:product,Add to cart,CTRL,4,19,2.3333333333333335,3,9.333333333333334,52
3,stl#User:add to cart button->User:add to cart button->add to cart button:check db if available->check db if available:add to cart->add to cart:cart,Add to cart,CTRL,5,4,3,4,15,52
1,stl#User:Create Profile Page->User:Create Profile Page->Create Profile Page:pre-check if input is empty->pre-check if input is empty:successful information for creation,Create profile,CTRL,4,5,2,3,8,52
2,stl#User:Create Profile Page->User:Create Profile Page->Create Profile Page:pre-check if input is empty->pre-check if input is empty:send information in db->send information in db:user info,Create profile,CTRL;EXTCLL;DM;EI,5,21,1.5,4,7.5,52
3,stl#User:Create Profile Page->User:Create Profile Page->Create Profile Page:pre-check if input is empty->pre-check if input is empty:existing profile error message,Create profile,CTRL,4,8,2.3333333333333335,3,9.333333333333334,52
4,stl#User:Create Profile Page->User:Create Profile Page->Create Profile Page:pre-check if input is empty->pre-check if input is empty:error message for empty input,Create profile,CTRL,4,5,2,3,8,52
3,stl#User:login page->User:login page->login page:pre-check if input is empty->pre-check if input is empty:query authentication info->query authentication info:user info,Login,TRAN_NA,5,6,1.5,4,7.5,52
4,stl#User:login page->User:login page->login page:pre-check if input is empty->pre-check if input is empty:invalid input error message,Login,TRAN_NA,4,3,2.3333333333333335,3,9.333333333333334,52
5,stl#User:login page->User:login page->login page:pre-check if input is empty->pre-check if input is empty:error message for empty input,Login,TRAN_NA,4,3,2,3,8,52
3,stl#User:logout button->User:logout button->logout button:clear session->clear session:query authentication info->query authentication info:Session,Logout,CTRL,5,8,2,4,10,52
4,stl#User:logout button->User:logout button->logout button:clear session->clear session:invalid input error message,Logout,CTRL;EXTCLL;INT,4,4,2,3,8,52
5,stl#User:logout button->User:logout button->logout button:clear session->clear session:error message for empty input,Logout,CTRL,4,4,2,3,8,52
6,stl#User:logout button->User:logout button->logout button:clear session->clear session:Session,Logout,CTRL,4,5,2.3333333333333335,3,9.333333333333334,52
2,stl#florist:catalog manage page->florist:catalog manage page->catalog manage page:pre-check if required information valid->pre-check if required information valid:save uploaded information to db->save uploaded information to db:category,Manage Catalog,TRAN_NA,5,11,2.5,4,12.5,52
3,stl#florist:catalog manage page->florist:catalog manage page->catalog manage page:pre-check if required information valid->pre-check if required information valid:information is invalid,Manage Catalog,TRAN_NA,4,3,2,3,8,52
4,stl#florist:catalog manage page->florist:catalog manage page->catalog manage page:pre-check if required information valid->pre-check if required information valid:exceeded limit error message,Manage Catalog,TRAN_NA,4,4,1.3333333333333333,3,5.333333333333333,52
2,stl#User:profile edit page->User:profile edit page->profile edit page:pre-check required fields->pre-check required fields:update profile entry->update profile entry:user info,Manage Profile,CTRL;EXTCLL;DM;EI,5,21,2.5,4,12.5,52
3,stl#User:profile edit page->User:profile edit page->profile edit page:pre-check required fields->pre-check required fields:update profile entry->update profile entry:successful change message,Manage Profile,CTRL;EXTCLL;INT,5,8,2.75,4,13.75,52
4,stl#User:profile edit page->User:profile edit page->profile edit page:pre-check required fields->pre-check required fields:invalid information error message,Manage Profile,CTRL,4,5,2.3333333333333335,3,9.333333333333334,52
7,stl#User:Edit profile button->User:Edit profile button->Edit profile button:display profile edit page,Manage Profile,TRAN_NA,3,5,2.5,2,7.5,52
1,stl#thirdpart payment system:approve transaction and display successful message->thirdpart payment system:approve transaction and display successful message->approve transaction and display successful message:payment successful message->payment successful message:redirect to payment page->redirect to payment page:missing information for payment message,Place Order,TRAN_NA,5,4,5,4,25,52
2,stl#thirdpart payment system:send error message for invalid payment information->thirdpart payment system:send error message for invalid payment information->send error message for invalid payment information:invalid payment inforrmation->invalid payment inforrmation:redirect to payment page->redirect to payment page:missing information for payment message,Place Order,TRAN_NA,5,4,2.5,4,12.5,52
4,stl#User:payment information page->User:payment information page->payment information page:pre-check if required information is empty->pre-check if required information is empty:verify payment information,Place Order,CTRL,4,10,1,3,4,52
5,stl#User:payment information page->User:payment information page->payment information page:pre-check if required information is empty->pre-check if required information is empty:missing information for payment message,Place Order,CTRL;EXTCLL;INT,4,10,2.6666666666666665,3,10.666666666666666,52
1,stl#customer:dashboard page->customer:dashboard page->dashboard page:display unread message->display unread message:unread message->unread message:display comment input panel->display comment input panel:reply input panel->reply input panel:save replied message->save replied message:message,Private Message - Florist,TRAN_NA,8,7,5.285714285714286,7,42.285714285714285,52
2,stl#customer:dashboard page->customer:dashboard page->dashboard page:display unread message->display unread message:unread message->unread message:display comment input panel->display comment input panel:message,Private Message - Florist,TRAN_NA,6,5,5.4,5,32.400000000000006,52
3,stl#customer:dashboard page->customer:dashboard page->dashboard page:display unread message->display unread message:message,Private Message - Florist,TRAN_NA,4,3,5.666666666666667,3,22.666666666666668,52
4,stl#customer:reply input panel->customer:reply input panel->reply input panel:save replied message->save replied message:message,Private Message - Florist,TRAN_NA,4,3,6,3,24,52
5,stl#customer:unread message->customer:unread message->unread message:display comment input panel->display comment input panel:reply input panel->reply input panel:save replied message->save replied message:message,Private Message - Florist,TRAN_NA,6,5,5.6,5,33.599999999999994,52
6,stl#customer:unread message->customer:unread message->unread message:display comment input panel->display comment input panel:message,Private Message - Florist,TRAN_NA,4,3,6,3,24,52
1,stl#customer:comment and concerns panel->customer:comment and concerns panel->comment and concerns panel:save comments/concerns->save comments/concerns:successful communication message,Private message,TRAN_NA,4,7,4,3,16,52
2,stl#customer:comment and concerns panel->customer:comment and concerns panel->comment and concerns panel:save comments/concerns->save comments/concerns:message,Private message,TRAN_NA,4,7,4,3,16,52
5,stl#customer:chat button->customer:chat button->chat button:display chat panel->display chat panel:comment and concerns panel->comment and concerns panel:save comments/concerns->save comments/concerns:successful communication message,Private message,TRAN_NA,6,9,2.8,5,16.799999999999997,52
6,stl#customer:chat button->customer:chat button->chat button:display chat panel->display chat panel:comment and concerns panel->comment and concerns panel:save comments/concerns->save comments/concerns:message,Private message,TRAN_NA,6,9,2.8,5,16.799999999999997,52
1,stl#florist:Order page->florist:Order page->Order page:update order status information->update order status information:update successful page,Provide tracking information,TRAN_NA,4,19,1.6666666666666667,3,6.666666666666667,52
2,stl#florist:Order page->florist:Order page->Order page:update order status information->update order status information:order,Provide tracking information,TRAN_NA,4,28,1.6666666666666667,3,6.666666666666667,52
3,stl#florist:update successful page->florist:update successful page,Provide tracking information,CTRL;EXTCLL;INT,2,1,2,1,4,52
2,stl#customer:review button->customer:review button->review button:display review penal->display review penal:review panel->review panel:pre-check if length of review is legal->pre-check if length of review is legal:too short review error message,Review and Rating,TRAN_NA,6,32,6.2,5,37.2,52
3,stl#customer:review button->customer:review button->review button:display review penal->display review penal:review panel->review panel:pre-check if length of review is legal->pre-check if length of review is legal:store review and rating information->store review and rating information:review,Review and Rating,TRAN_NA,7,39,6.333333333333333,6,44.33333333333333,52
4,stl#customer:review panel->customer:review panel->review panel:pre-check if length of review is legal->pre-check if length of review is legal:too short review error message,Review and Rating,TRAN_NA,4,18,5.666666666666667,3,22.666666666666668,52
5,stl#customer:review panel->customer:review panel->review panel:pre-check if length of review is legal->pre-check if length of review is legal:store review and rating information->store review and rating information:review,Review and Rating,TRAN_NA,5,25,6,4,30,52
2,stl#User:product page->User:product page,Search Product,CTRL,2,17,7,1,14,52
3,stl#User:product search page->User:product search page->product search page:query product by criteria->query product by criteria:product page,Search Product,CTRL,4,51,7,3,28,52
4,stl#User:product search page->User:product search page->product search page:query product by criteria->query product by criteria:product,Search Product,CTRL,4,51,7,3,28,52
5,stl#User:product search page->User:product search page->product search page:query product by criteria->query product by criteria:No product error message,Search Product,CTRL,4,51,7,3,28,52
1,stl#user:Track order button->user:Track order button->Track order button:retrieve order status->retrieve order status:order status,Track Order,TRAN_NA,4,32,3,3,12,52
2,stl#user:Track order button->user:Track order button->Track order button:retrieve order status->retrieve order status:order,Track Order,TRAN_NA,4,32,3,3,12,52
3,stl#user:Track order button->user:Track order button->Track order button:retrieve order status->retrieve order status:no order history page,Track Order,TRAN_NA,4,24,2.3333333333333335,3,9.333333333333334,52
4,stl#user:order status->user:order status,Track Order,CTRL;EXTCLL;DM;EI,2,10,4,1,8,52
5,stl#user:no order history page->user:no order history page,Track Order,CTRL;EXTCLL;INT,2,2,2,1,4,52
1,stl#florist:Upload page->florist:Upload page->Upload page:pre-check if required information valid->pre-check if required information valid:save uploaded information to db->save uploaded information to db:category,Upload catalog,TRAN_NA,5,11,2.5,4,12.5,52
2,stl#florist:Upload page->florist:Upload page->Upload page:pre-check if required information valid->pre-check if required information valid:information is invalid,Upload catalog,TRAN_NA,4,3,2,3,8,52
3,stl#florist:Upload page->florist:Upload page->Upload page:pre-check if required information valid->pre-check if required information valid:exceeded limit error message,Upload catalog,TRAN_NA,4,3,1.3333333333333333,3,5.333333333333333,52
1,stl#florist:Order history button->florist:Order history button->Order history button:retrieve order history for a florist->retrieve order history for a florist:order history list,View Past Transactions,TRAN_NA,4,19,3.6666666666666665,3,14.666666666666666,52
2,stl#florist:Order history button->florist:Order history button->Order history button:retrieve order history for a florist->retrieve order history for a florist:order,View Past Transactions,TRAN_NA,4,27,2.3333333333333335,3,9.333333333333334,52
3,stl#florist:Order history button->florist:Order history button->Order history button:retrieve order history for a florist->retrieve order history for a florist:no order history page,View Past Transactions,TRAN_NA,4,19,3.6666666666666665,3,14.666666666666666,52
4,stl#florist:no order history page->florist:no order history page,View Past Transactions,CTRL;EXTCLL;INT,2,2,5,1,10,52
5,stl#florist:order history list->florist:order history list,View Past Transactions,CTRL;EXTCLL;INT,2,2,5,1,10,52
1,stl#User:order history list->User:order history list,View order history,CTRL;EXTCLL;INT,2,2,5,1,10,52
3,stl#User:Order history button->User:Order history button->Order history button:retrieve order history->retrieve order history:order history list,View order history,TRAN_NA,4,16,3.6666666666666665,3,14.666666666666666,52
4,stl#User:Order history button->User:Order history button->Order history button:retrieve order history->retrieve order history:order,View order history,TRAN_NA,4,24,2.3333333333333335,3,9.333333333333334,52
5,stl#User:Order history button->User:Order history button->Order history button:retrieve order history->retrieve order history:no order history page,View order history,TRAN_NA,4,16,3.6666666666666665,3,14.666666666666666,52
1,stl#User:photo list->User:photo list->photo list:pop up photo connection error->pop up photo connection error:photo,Admin deletes photo,TRAN_NA,4,3,11,3,44,53
2,stl#User:photo list->User:photo list->photo list:select photos->select photos:confirm delete photos->confirm delete photos:photo,Admin deletes photo,TRAN_NA,5,4,9.5,4,47.5,53
3,stl#User:photo list->User:photo list->photo list:cancel deletion->cancel deletion:select photos->select photos:confirm delete photos->confirm delete photos:photo,Admin deletes photo,TRAN_NA,6,5,8.6,5,51.599999999999994,53
4,stl#Actor:photo list->Actor:photo list->photo list:pop up photo connection error->pop up photo connection error:photo,Admin deletes photo,TRAN_NA,4,3,11,3,44,53
5,stl#Actor:photo list->Actor:photo list->photo list:select photos->select photos:confirm delete photos->confirm delete photos:photo,Admin deletes photo,TRAN_NA,5,4,9.5,4,47.5,53
6,stl#Actor:photo list->Actor:photo list->photo list:cancel deletion->cancel deletion:select photos->select photos:confirm delete photos->confirm delete photos:photo,Admin deletes photo,TRAN_NA,6,5,8.6,5,51.599999999999994,53
1,stl#User:Search box->User:Search box,Admin searches for photo by event,CTRL,2,1,3,1,6,53
2,stl#User:Event list->User:Event list->Event list:Get photo list->Get photo list:display photo list->display photo list:Photo list,Admin searches for photo by event,TRAN_NA,5,4,7.5,4,37.5,53
3,stl#User:Event list->User:Event list->Event list:Get photo list->Get photo list:photo->photo:Pop up photo connection error->Pop up photo connection error:Event list->Event list:Get photo list,Admin searches for photo by event,TRAN_NA,7,6,7.333333333333333,6,51.33333333333333,53
4,stl#User:Admin page->User:Admin page,Admin searches for photo by event,CTRL;EXTCLL;INT,2,1,3,1,6,53
5,stl#Actor:Admin page->Actor:Admin page,Admin searches for photo by event,CTRL;EXTCLL;INT,2,1,3,1,6,53
6,stl#Actor:Event list->Actor:Event list->Event list:Get photo list->Get photo list:display photo list->display photo list:Photo list,Admin searches for photo by event,TRAN_NA,5,4,7.5,4,37.5,53
7,stl#Actor:Event list->Actor:Event list->Event list:Get photo list->Get photo list:photo->photo:Pop up photo connection error->Pop up photo connection error:Event list->Event list:Get photo list,Admin searches for photo by event,TRAN_NA,7,6,7.333333333333333,6,51.33333333333333,53
8,stl#Actor:Search box->Actor:Search box,Admin searches for photo by event,CTRL,2,1,3,1,6,53
1,stl#User:User list->User:User list->User list:Get photo list->Get photo list:display photo list->display photo list:Photo list,Admin searches for photo by user,TRAN_NA,5,4,7.5,4,37.5,53
2,stl#User:User list->User:User list->User list:Get photo list->Get photo list:photo->photo:Pop up photo connection error->Pop up photo connection error:User list->User list:Get photo list,Admin searches for photo by user,TRAN_NA,7,6,7.333333333333333,6,51.33333333333333,53
5,stl#Actor:User list->Actor:User list->User list:Get photo list->Get photo list:display photo list->display photo list:Photo list,Admin searches for photo by user,TRAN_NA,5,4,7.5,4,37.5,53
6,stl#Actor:User list->Actor:User list->User list:Get photo list->Get photo list:photo->photo:Pop up photo connection error->Pop up photo connection error:User list->User list:Get photo list,Admin searches for photo by user,TRAN_NA,7,6,7.333333333333333,6,51.33333333333333,53
1,stl#User:delete photos related to expired events automatically->User:delete photos related to expired events automatically->delete photos related to expired events automatically:photo,Automatic deletion,TRAN_NA,3,2,5,2,15,53
2,stl#User:delete expired location photos automatically->User:delete expired location photos automatically->delete expired location photos automatically:photo,Automatic deletion,TRAN_NA,3,2,5,2,15,53
3,stl#User:Delete expired events automatically->User:Delete expired events automatically->Delete expired events automatically:event,Automatic deletion,TRAN_NA,3,2,4,2,12,53
4,stl#Actor:Delete expired events automatically->Actor:Delete expired events automatically->Delete expired events automatically:event,Automatic deletion,TRAN_NA,3,2,4,2,12,53
5,stl#Actor:delete photos related to expired events automatically->Actor:delete photos related to expired events automatically->delete photos related to expired events automatically:photo,Automatic deletion,TRAN_NA,3,2,5,2,15,53
6,stl#Actor:delete expired location photos automatically->Actor:delete expired location photos automatically->delete expired location photos automatically:photo,Automatic deletion,TRAN_NA,3,2,5,2,15,53
1,stl#User:Sign up Screen->User:Sign up Screen->Sign up Screen:verify email->verify email:verify username->verify username:verify password->verify password:verify confirm password,Create Account,TRAN_NA,6,5,8.8,5,52.800000000000004,53
2,stl#User:Sign up Screen->User:Sign up Screen->Sign up Screen:verify email->verify email:verify username->verify username:verify password->verify password:Display pop-up "invalid password" on Sign Up Screen->Display pop-up "invalid password" on Sign Up Screen:Sign up Screen->Sign up Screen:verify email,Create Account,TRAN_NA,8,7,8.571428571428571,7,68.57142857142857,53
3,stl#User:Sign up Screen->User:Sign up Screen->Sign up Screen:verify email->verify email:verify username->verify username:User Collection,Create Account,TRAN_NA,5,4,6.75,4,33.75,53
4,stl#User:Sign up Screen->User:Sign up Screen->Sign up Screen:verify email->verify email:verify username->verify username:Display pop-up "invalid Useername or Username is already in use" on Sign Up Screen->Display pop-up "invalid Useername or Username is already in use" on Sign Up Screen:Sign up Screen->Sign up Screen:verify email,Create Account,TRAN_NA,7,6,8.5,6,59.5,53
5,stl#User:Sign up Screen->User:Sign up Screen->Sign up Screen:verify email->verify email:Display pop-up "invalid email or email is already in use" on Sign Up Screen->Display pop-up "invalid email or email is already in use" on Sign Up Screen:Sign up Screen->Sign up Screen:verify email,Create Account,TRAN_NA,6,5,8.4,5,50.400000000000006,53
6,stl#Actor:Sign up Screen->Actor:Sign up Screen->Sign up Screen:verify email->verify email:verify username->verify username:verify password->verify password:verify confirm password,Create Account,TRAN_NA,6,5,8.8,5,52.800000000000004,53
7,stl#Actor:Sign up Screen->Actor:Sign up Screen->Sign up Screen:verify email->verify email:verify username->verify username:verify password->verify password:Display pop-up "invalid password" on Sign Up Screen->Display pop-up "invalid password" on Sign Up Screen:Sign up Screen->Sign up Screen:verify email,Create Account,TRAN_NA,8,7,8.571428571428571,7,68.57142857142857,53
8,stl#Actor:Sign up Screen->Actor:Sign up Screen->Sign up Screen:verify email->verify email:verify username->verify username:User Collection,Create Account,TRAN_NA,5,4,6.75,4,33.75,53
9,stl#Actor:Sign up Screen->Actor:Sign up Screen->Sign up Screen:verify email->verify email:verify username->verify username:Display pop-up "invalid Useername or Username is already in use" on Sign Up Screen->Display pop-up "invalid Useername or Username is already in use" on Sign Up Screen:Sign up Screen->Sign up Screen:verify email,Create Account,TRAN_NA,7,6,8.5,6,59.5,53
10,stl#Actor:Sign up Screen->Actor:Sign up Screen->Sign up Screen:verify email->verify email:Display pop-up "invalid email or email is already in use" on Sign Up Screen->Display pop-up "invalid email or email is already in use" on Sign Up Screen:Sign up Screen->Sign up Screen:verify email,Create Account,TRAN_NA,6,5,8.4,5,50.400000000000006,53
1,stl#User:Profile Photo Screen->User:Profile Photo Screen->Profile Photo Screen:Save Profile Photo->Save Profile Photo:Profile,Create Profile,CTRL,4,3,10,3,40,53
2,stl#User:Profile Photo Screen->User:Profile Photo Screen->Profile Photo Screen:Display available photos on Photos Screen->Display available photos on Photos Screen:Photos Screen->Photos Screen:Display Selected Photo on Profile Photo Screen->Display Selected Photo on Profile Photo Screen:Profile Photo Screen->Profile Photo Screen:Display available photos on Photos Screen,Create Profile,TRAN_NA,7,6,7,6,49,53
3,stl#User:Profile Photo Screen->User:Profile Photo Screen->Profile Photo Screen:Display available photos on Photos Screen->Display available photos on Photos Screen:Photos Screen->Photos Screen:Display Selected Photo on Profile Photo Screen->Display Selected Photo on Profile Photo Screen:Profile Photo Screen->Profile Photo Screen:Save Profile Photo->Save Profile Photo:Profile,Create Profile,TRAN_NA,8,7,8.142857142857142,7,65.14285714285714,53
4,stl#Actor:Profile Photo Screen->Actor:Profile Photo Screen->Profile Photo Screen:Save Profile Photo->Save Profile Photo:Profile,Create Profile,CTRL,4,3,10,3,40,53
5,stl#Actor:Profile Photo Screen->Actor:Profile Photo Screen->Profile Photo Screen:Display available photos on Photos Screen->Display available photos on Photos Screen:Photos Screen->Photos Screen:Display Selected Photo on Profile Photo Screen->Display Selected Photo on Profile Photo Screen:Profile Photo Screen->Profile Photo Screen:Display available photos on Photos Screen,Create Profile,TRAN_NA,7,6,7,6,49,53
6,stl#Actor:Profile Photo Screen->Actor:Profile Photo Screen->Profile Photo Screen:Display available photos on Photos Screen->Display available photos on Photos Screen:Photos Screen->Photos Screen:Display Selected Photo on Profile Photo Screen->Display Selected Photo on Profile Photo Screen:Profile Photo Screen->Profile Photo Screen:Save Profile Photo->Save Profile Photo:Profile,Create Profile,TRAN_NA,8,7,8.142857142857142,7,65.14285714285714,53
1,stl#User:Create Event Screen->User:Create Event Screen->Create Event Screen:Handle Validate Error->Handle Validate Error:Event Collection,Create a Private Event,TRAN_NA,4,3,6.333333333333333,3,25.333333333333332,53
2,stl#User:Create Event Screen->User:Create Event Screen->Create Event Screen:Validate hashtag containts alphanume dash underscore->Validate hashtag containts alphanume dash underscore:Validate hashtag uniqueness->Validate hashtag uniqueness:Handle Validate Error->Handle Validate Error:Event Collection,Create a Private Event,TRAN_NA,6,5,6.6,5,39.599999999999994,53
3,stl#User:Create Event Screen->User:Create Event Screen->Create Event Screen:Validate hashtag containts alphanume dash underscore->Validate hashtag containts alphanume dash underscore:Validate hashtag uniqueness->Validate hashtag uniqueness:Event Collection,Create a Private Event,TRAN_NA,5,4,6.5,4,32.5,53
4,stl#User:Create Event Screen->User:Create Event Screen->Create Event Screen:Validate hashtag containts alphanume dash underscore->Validate hashtag containts alphanume dash underscore:Handle Validate Error->Handle Validate Error:Event Collection,Create a Private Event,TRAN_NA,5,4,6.5,4,32.5,53
5,stl#Actor:Create Event Screen->Actor:Create Event Screen->Create Event Screen:Handle Validate Error->Handle Validate Error:Event Collection,Create a Private Event,TRAN_NA,4,3,6.333333333333333,3,25.333333333333332,53
6,stl#Actor:Create Event Screen->Actor:Create Event Screen->Create Event Screen:Validate hashtag containts alphanume dash underscore->Validate hashtag containts alphanume dash underscore:Validate hashtag uniqueness->Validate hashtag uniqueness:Handle Validate Error->Handle Validate Error:Event Collection,Create a Private Event,TRAN_NA,6,5,6.6,5,39.599999999999994,53
7,stl#Actor:Create Event Screen->Actor:Create Event Screen->Create Event Screen:Validate hashtag containts alphanume dash underscore->Validate hashtag containts alphanume dash underscore:Validate hashtag uniqueness->Validate hashtag uniqueness:Event Collection,Create a Private Event,TRAN_NA,5,4,6.5,4,32.5,53
8,stl#Actor:Create Event Screen->Actor:Create Event Screen->Create Event Screen:Validate hashtag containts alphanume dash underscore->Validate hashtag containts alphanume dash underscore:Handle Validate Error->Handle Validate Error:Event Collection,Create a Private Event,TRAN_NA,5,4,6.5,4,32.5,53
1,stl#User:Event Screen->User:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,TRAN_NA,6,5,10,5,60,53
2,stl#User:Event Screen->User:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Photo Collection,Delete Photos in Event if Owner,TRAN_NA,7,6,9.666666666666666,6,67.66666666666666,53
3,stl#User:Event Screen->User:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Handle Deletion Error->Handle Deletion Error:Delete Photo Model->Delete Photo Model:Handle Photo Deletion,Delete Photos in Event if Owner,TRAN_NA,9,8,9.25,8,83.25,53
4,stl#User:Event Screen->User:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Handle Deletion Error->Handle Deletion Error:Delete Photo Model->Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,TRAN_NA,9,8,9.875,8,88.875,53
5,stl#User:Event Screen->User:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Event,Delete Photos in Event if Owner,TRAN_NA,7,6,8,6,56,53
6,stl#User:Event Screen->User:Event Screen->Event Screen:Dismiss Delete Photo Model,Delete Photos in Event if Owner,TRAN_NA,3,2,8,2,24,53
7,stl#User:Delete Photo Model->User:Delete Photo Model->Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,TRAN_NA,3,2,13,2,39,53
8,stl#User:Delete Photo Model->User:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Photo Collection,Delete Photos in Event if Owner,TRAN_NA,4,3,11.333333333333334,3,45.333333333333336,53
9,stl#User:Delete Photo Model->User:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Handle Deletion Error->Handle Deletion Error:Delete Photo Model->Delete Photo Model:Handle Photo Deletion,Delete Photos in Event if Owner,TRAN_NA,6,5,10,5,60,53
10,stl#User:Delete Photo Model->User:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Handle Deletion Error->Handle Deletion Error:Delete Photo Model->Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,TRAN_NA,6,5,11,5,66,53
11,stl#User:Delete Photo Model->User:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Event,Delete Photos in Event if Owner,TRAN_NA,4,3,8,3,32,53
12,stl#Actor:Delete Photo Model->Actor:Delete Photo Model->Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,TRAN_NA,3,2,13,2,39,53
13,stl#Actor:Delete Photo Model->Actor:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Photo Collection,Delete Photos in Event if Owner,TRAN_NA,4,3,11.333333333333334,3,45.333333333333336,53
14,stl#Actor:Delete Photo Model->Actor:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Handle Deletion Error->Handle Deletion Error:Delete Photo Model->Delete Photo Model:Handle Photo Deletion,Delete Photos in Event if Owner,TRAN_NA,6,5,10,5,60,53
15,stl#Actor:Delete Photo Model->Actor:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Handle Deletion Error->Handle Deletion Error:Delete Photo Model->Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,TRAN_NA,6,5,11,5,66,53
16,stl#Actor:Delete Photo Model->Actor:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Event,Delete Photos in Event if Owner,TRAN_NA,4,3,8,3,32,53
17,stl#Actor:Event Screen->Actor:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Dismiss Delete Photo Model,Delete Photos in Event if Owner,TRAN_NA,6,5,10,5,60,53
18,stl#Actor:Event Screen->Actor:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Photo Collection,Delete Photos in Event if Owner,TRAN_NA,7,6,9.666666666666666,6,67.66666666666666,53
19,stl#Actor:Event Screen->Actor:Event Screen->Event Screen:Toggle Delete Mode->Toggle Delete Mode:Display Deelete Photo Model->Display Deelete Photo Model:Delete Photo Model->Delete Photo Model:Handle Photo Deletion->Handle Photo Deletion:Handle Deletion Error->Handle Deletion Error:Delete Photo Model->Delete Photo Model:Handle Photo Deletion,Delete Photos in Event if Owner,TRAN_NA,9,8,9.25,8,83.25,53
