NUM,Project,KSLOC,Personnel,Type,Priori_COCOMO_Estimate,COCOMO_Estimate,Precedence_Num,Stimulus_Num,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,DET,RET,ILF,EIF,EI,EO,EQ,FN,IFPUG,NI,NE,MKII,EXT,ERY,RED,WRT,COSMIC,Type,Effort_Norm,Norm_Factor,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,DIT,NIVPC,NUMS,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,f15a_CombatConflict_2018-11-22@1545551707459,1.386,7,Mobile App,1444,1395.77636,107,35,37,18,121,0,0,32,106,0,86,0,42,19,19,0,0,0,0,0,0,0,106,18,0,2.210526316,0,0,0,0,5.578947368,0,5.4,0,0,0,5,0,11,0,5,21,11,15.54545455,57.27272727,890.3305785,0,19,140,35,0,0,126,36,301,36,36,85.58,36,36,36,36,144,Unknown,NA,NA,482.5,0,1,1,2,5,2,0,0,90,90,36.5328,106.8518,70.7208,36.5328,106.8518,70.7208,19,0,106,18,18,106,9,5.4,2.210526316,0,0,0,0,19,0.284210526,0,0,0,0,0,0,0,19,106,106,9,0,0,0,0,19,0,0,0,42,0,0,106,2.210526316,0,0,11.15789474,11.15789474,19,0,19,19,106,106,0,42,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\f15a_CombatConflict_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,F15a_construction_meeting_minutes_application_2018-11-22@1545551707458,1.386,7,Mobile App,1444,1395.77636,215,59,143,36,250,0,0,22,224,57,191,5,52,14,14,0,0,0,0,0,0,0,198,14,0,3.714285714,0.357142857,0,0,0,14.14285714,0.357142857,4.2,0,13,0,3,13,51,0,16,91,51,12.74509804,61.96078431,789.6962707,5,14,111,12,0,0,554,143,677,143,143,323.96,143,143,143,143,572,Unknown,NA,NA,62,0,1,1,1,4,13,0,0,240,240,145.1164,506.6907,309.1639,145.1164,506.6907,309.1639,14,5,198,14,14,198,18,4.2,3.714285714,0,0.357142857,0,0,14,0.3,0,0,0,0,0,0,5,14,198,198,18,0,0,0,0,14,0,0,0,52,0,5,198,3.714285714,0,0.357142857,28.28571429,28.28571429,14,0.357142857,14,14,198,198,0,52,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F15a_construction_meeting_minutes_application_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
1,f15a_ConstructionMeeting_MinutesApp_2018-11-22@1545551707459,3.81,5,Mobile App,1291,2918,185,59,76,40,217,0,0,66,178,2,158,8,106,30,29,0.033333333,0.034482759,1,1,39,0,0,203,61,0,3.533333333,0.266666667,1.3,0,0,6.766666667,0.266666667,9,0,0,0,17,0,20,0,17,36,20,14.1,28.2,397.62,8,30,217,56,0,0,257,75,530,75,75,175.8,75,75,75,75,300,Unknown,NA,NA,172,0,1,1,10,8,2,0,0,160,160,76.11,108.9261,92.2315,76.11,108.9261,92.2315,30,8,204,61,61,203,20,9,3.533333333,1,0.266666667,0,0,29,0.3,0.5,0.034482759,0,0,0,0,3,30,203,203,20,0,0,0,0,30,1,0,0,106,39,8,203,3.533333333,1.3,0.266666667,13.53333333,13.53333333,30,0.266666667,30,30,203,203,1.3,106,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\f15a_ConstructionMeeting_MinutesApp_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,f15a_Lingggo_2018-11-22@1545551707459,2.93,3,Mobile App,2983,1828,66,17,30,16,71,0,0,20,66,0,54,41,64,26,18,0.384615385,0.222222222,10,4,45,0,1,73,48,0,2.461538462,1.576923077,1.730769231,0,0.038461538,2.807692308,1.576923077,7.5,0,0,0,7,0,7,0,7,18,7,22.71428571,89,2021.571429,41,26,206,19,0,0,119,29,344,29,29,71.72,29,29,29,29,116,Unknown,NA,NA,172,0,1,1,5,2,1,0,0,60,60,29.4292,115.7848,68.3592,29.4292,115.7848,68.3592,26,41,82,48,48,73,8,7.5,2.461538462,4,1.576923077,0,0,18,0.288461538,2.461538462,0.222222222,0,0,0,0,0,26,73,73,8,0,0,0,0,26,8,0,1,64,45,41,73,2.461538462,1.730769231,1.576923077,5.615384615,5.615384615,26,1.576923077,26,26,73,73,1.730769231,64,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\f15a_Lingggo_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,F15a_linggo_2018-11-22@1545551707458,3.42,5,Website,3321,832,88,26,37,12,114,4,0,54,32,14,88,28,40,15,15,0,0,0,0,61,0,0,59,26,0,2.666666667,1.866666667,4.066666667,0,0,3.933333333,1.866666667,3.9,0,0,0,14,0,19,0,14,18,19,8.105263158,43.68421053,354.0720222,28,15,88,33,0,0,134,37,255,37,37,86.78,37,37,37,37,148,Unknown,NA,NA,163,0,1,1,2,1,3,0,0,65,65,37.5476,87.4656,69.8059,37.5476,87.4656,69.8059,15,28,59,26,26,59,6,3.9,2.666666667,0,1.866666667,0,0,15,0.26,0,0,0,0,0,0,5,15,59,59,6,1,0.166666667,0.166666667,0,15,0,0,0,40,61,28,59,2.666666667,4.066666667,1.866666667,7.866666667,7.866666667,15,1.866666667,15,15,59,59,4.066666667,40,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F15a_linggo_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
1,f15a_NICE_2018-11-22@1545551707459,5.129,9,Website,1231.2,629.2375418,186,58,87,36,219,0,0,19,256,14,161,0,67,14,14,0,0,0,0,0,0,2,205,14,0,4.785714286,0,0,0,0.142857143,14.64285714,0,4.2,0,7,0,0,7,28,0,7,29,28,10.57142857,37.35714286,394.9183673,0,14,100,28,0,0,293,87,421,87,87,198.52,87,87,87,87,348,Unknown,NA,NA,617,0,1,1,7,5,6,0,0,175,175,88.2876,197.2774,140.0471,88.2876,197.2774,140.0471,14,0,207,14,14,205,18,4.2,4.785714286,0,0,0,0,14,0.3,0,0,0,0,0,0,2,14,205,205,18,0,0,0,0,14,0,0,2,67,0,0,205,4.785714286,0,0,29.28571429,29.28571429,14,0,14,14,205,205,0,67,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\f15a_NICE_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,F15a_nice_ecommerse_2018-11-22@1545551707458,3.679,7,Website,1182.56,368.8669874,221,65,127,48,267,9,0,96,142,26,202,0,61,18,18,0,0,0,0,0,0,0,211,18,0,3.388888889,0,0,0,0,11.72222222,0,5.4,0,4,0,14,4,56,5,18,67,56,10.14285714,51.33928571,520.7270408,0,18,110,49,0,0,478,127,637,127,127,289.16,127,127,127,127,508,Unknown,NA,NA,47,0,1,1,9,7,8,0,0,235,235,128.8796,389.4278,255.9796,128.8796,389.4278,255.9796,18,0,211,18,18,211,24,5.4,3.388888889,0,0,0,0,18,0.3,0,0,0,0,0,0,5,18,211,211,24,0,0,0,0,18,0,0,0,61,0,0,211,3.388888889,0,0,23.44444444,23.44444444,18,0,18,18,211,211,0,61,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\F15a_nice_ecommerse_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
1,f16a_Fuppy_2018-11-22@1545551707459,2.93,9,Website,1334,322,88,32,32,16,104,0,0,50,44,0,72,0,37,19,19,0,0,0,0,0,0,0,100,19,0,1.947368421,0,0,0,0,5.263157895,0,5.7,0,0,0,1,0,1,0,1,21,1,101,240,24240,0,19,80,77,0,0,106,32,263,32,32,76.62,32,32,32,32,128,Unknown,NA,NA,487,0,1,1,0,8,0,0,0,80,80,32.4736,43.082,43.0756,32.4736,43.082,43.0756,19,0,100,19,19,100,8,5.7,1.947368421,0,0,0,0,19,0.3,0,0,0,0,0,0,4,19,100,100,8,0,0,0,0,19,0,0,0,37,0,0,100,1.947368421,0,0,10.52631579,10.52631579,19,0,19,19,100,100,0,37,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\f16a_Fuppy_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,f16a_GoGrrrlsApp_2018-11-22@1545551707459,3.82,8,Mobile App,1532,2332,156,48,48,24,179,0,0,60,140,0,131,5,55,26,23,0.115384615,0.130434783,3,2,22,0,0,164,38,0,2.115384615,0.192307692,0.846153846,0,0,6.307692308,0.192307692,7.5,0,0,0,0,0,2,0,0,36,2,94.5,334.5,31610.25,5,26,208,26,0,0,160,47,394,47,47,112.04,47,47,47,47,188,Unknown,NA,NA,1960,0,1,1,5,4,3,0,0,110,110,47.6956,126.3942,86.6001,47.6956,126.3942,86.6001,26,5,167,38,38,164,12,7.5,2.115384615,2,0.192307692,0,0,23,0.288461538,1.769230769,0.130434783,0,0,0,0,6,26,164,164,12,0,0,0,0,26,3,0,0,55,22,5,164,2.115384615,0.846153846,0.192307692,12.61538462,12.61538462,26,0.192307692,26,26,164,164,0.846153846,55,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\f16a_GoGrrrlsApp_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,f16a_Newlette_Coins_2018-11-22@1545551707460,3.34,4,Website,3123,1123,0,0,0,4,0,0,0,0,0,0,0,13,17,11,11,0,0,0,0,8,0,0,17,17,0,1.545454545,1.181818182,0.727272727,0,0,1.545454545,1.181818182,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,101,0,0,0,0,0,101,0,0,2.86,0,0,0,0,0,Unknown,NA,NA,147,0,1,1,2,0,0,0,0,10,10,0,0,0,0,0,0,11,13,17,17,17,17,2,3.3,1.545454545,0,1.181818182,0,0,11,0.3,0,0,0,0,0,0,0,11,17,17,2,0,0,0,0,11,0,0,0,17,8,13,17,1.545454545,0.727272727,1.181818182,3.090909091,3.090909091,11,1.181818182,11,11,17,17,0.727272727,17,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\f16a_Newlette_Coins_2018-11-22@1545551707460_analysis\filteredTransactionEvaluation.csv
1,Improvementon_on_VITA_website_2018-11-22@1545546245121,1.53,9,Website,2311,938,72,18,29,18,79,0,0,28,66,0,61,43,13,9,9,0,0,0,0,17,0,0,83,9,0,1.444444444,4.777777778,1.888888889,0,0,9.222222222,4.777777778,2.7,0,0,0,1,0,7,0,1,14,7,17.71428571,49,868,43,9,41,22,0,0,115,29,178,29,29,67.3,29,29,29,29,116,Unknown,NA,NA,1336,0,1,1,8,1,0,0,0,50,50,29.4292,65.7371,49.0927,29.4292,65.7371,49.0927,9,43,83,9,9,83,9,2.7,1.444444444,0,4.777777778,0,0,9,0.3,0,0,0,0,0,0,3,9,83,83,9,0,0,0,0,9,0,0,0,13,17,43,83,1.444444444,1.888888889,4.777777778,18.44444444,18.44444444,9,4.777777778,9,9,83,83,1.888888889,13,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Improvementon_on_VITA_website_2018-11-22@1545546245121_analysis\filteredTransactionEvaluation.csv
1,Improving_Thai_CDC_2018-11-22@1545546245119,1.94,7,Website,2235,487,342,89,163,44,364,0,0,158,226,4,275,32,42,12,12,0,0,0,0,6,0,0,304,12,0,3.5,2.666666667,0.5,0,0,25.33333333,2.666666667,3.6,0,3,0,12,3,15,0,15,126,15,52.73333333,216.8666667,11436.10222,32,12,58,29,0,0,622,163,709,163,163,368.24,163,163,163,163,652,Unknown,NA,NA,363,0,1,1,6,5,11,0,0,245,245,165.4124,590.2782,354.3249,165.4124,590.2782,354.3249,12,32,304,12,12,304,22,3.6,3.5,0,2.666666667,0,0,12,0.3,0,0,0,0,0,0,3,12,304,304,22,0,0,0,0,12,0,0,0,42,6,32,304,3.5,0.5,2.666666667,50.66666667,50.66666667,12,2.666666667,12,12,304,304,0.5,42,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Improving_Thai_CDC_2018-11-22@1545546245119_analysis\filteredTransactionEvaluation.csv
1,Istartonmonday_com_2018-11-22@1545546245120,2.84,8,Website,212,592,259,75,121,48,290,0,0,192,20,13,215,37,67,16,16,0,0,0,0,20,0,0,248,16,0,4.1875,2.3125,1.25,0,0,15.5,2.3125,4.8,0,0,0,3,0,3,0,3,96,3,174.3333333,482.3333333,84086.77778,37,16,45,60,0,0,466,121,571,121,121,275.2,121,121,121,121,484,Unknown,NA,NA,524,0,1,1,7,6,11,0,0,260,260,122.7908,238.628,202.0028,122.7908,238.628,202.0028,16,37,248,16,16,248,24,4.8,4.1875,0,2.3125,0,0,16,0.3,0,0,0,0,0,0,3,16,248,248,24,0,0,0,0,16,0,0,0,67,20,37,248,4.1875,1.25,2.3125,31,31,16,2.3125,16,16,248,248,1.25,67,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Istartonmonday_com_2018-11-22@1545546245120_analysis\filteredTransactionEvaluation.csv
1,Leamos_TM_2018-11-22@1545546245120,2.91,6,Mobile App,983,1823,148,41,58,32,171,0,0,38,168,7,130,41,33,14,14,0,0,0,0,14,0,1,152,13,0,2.357142857,2.928571429,1,0,0.071428571,10.85714286,2.928571429,3.9,0,7,0,14,7,33,0,21,10,33,7.181818182,20.39393939,146.4655647,41,14,96,12,0,0,243,57,351,57,57,131.32,57,57,57,57,228,Unknown,NA,NA,948,0,1,1,6,10,0,0,0,130,130,57.8436,133.9912,110.6886,57.8436,133.9912,110.6886,14,41,153,13,13,152,16,3.9,2.357142857,0,2.928571429,0,0,14,0.278571429,0,0,0,0,0,0,4,14,152,152,16,0,0,0,0,14,0,0,1,33,14,41,152,2.357142857,1,2.928571429,21.71428571,21.71428571,14,2.928571429,14,14,152,152,1,33,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Leamos_TM_2018-11-22@1545546245120_analysis\filteredTransactionEvaluation.csv
1,LEMA_FAMILY_ACCOUNTABILITY_SYSTEM_2018-11-22@1545546245121,3.28,4,Information System,2918,223,249,70,133,40,238,0,0,15,252,26,168,103,76,32,32,0,0,0,0,19,3,5,220,42,0,2.375,3.21875,0.59375,0.09375,0.15625,6.875,3.21875,9.3,0,14,0,0,14,39,0,14,58,39,10.97435897,62.12820513,681.8172255,103,32,215,36,0,0,455,132,706,132,132,304,132,132,132,132,528,Unknown,NA,NA,793,0,1,1,10,3,7,0,0,185,185,133.9536,359.8414,249.8651,133.9536,359.8414,249.8651,32,103,228,42,42,220,20,9.3,2.375,0,3.21875,0,3,32,0.290625,0,0,0,0,0,0,4,32,220,220,20,0,0,0,0,32,0,3,5,76,19,103,220,2.375,0.59375,3.21875,13.75,13.75,32,3.21875,32,32,220,220,0.59375,76,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\LEMA_FAMILY_ACCOUNTABILITY_SYSTEM_2018-11-22@1545546245121_analysis\filteredTransactionEvaluation.csv
1,LEMA_Pilot_School_Integrated_Scheduling_System_2018-11-22@1545546245121,3.23,5,Information System,1283,1832,164,50,75,38,191,0,0,72,108,15,141,99,60,29,29,0,0,0,0,2,0,0,198,29,0,2.068965517,3.413793103,0.068965517,0,0,6.827586207,3.413793103,8.7,0,5,0,7,5,16,0,12,42,16,18.1875,38.875,707.0390625,99,29,150,44,0,0,277,75,471,75,75,175.54,75,75,75,75,300,Unknown,NA,NA,349.81,0,1,1,9,7,3,0,0,160,160,76.11,124.1668,95.756,76.11,124.1668,95.756,29,99,198,29,29,198,19,8.7,2.068965517,0,3.413793103,0,0,29,0.3,0,0,0,0,0,0,2,29,198,198,19,0,0,0,0,29,0,0,0,60,2,99,198,2.068965517,0.068965517,3.413793103,13.65517241,13.65517241,29,3.413793103,29,29,198,198,0.068965517,60,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\LEMA_Pilot_School_Integrated_Scheduling_System_2018-11-22@1545546245121_analysis\filteredTransactionEvaluation.csv
1,Los_Angeles_Child_Guidance_Clinic_Employment_Opportunities_Online_Application_System_2018-11-22@1545546245121,1.22,5,Information System,842,293,230,58,118,42,249,0,0,82,186,15,191,96,96,41,41,0,0,0,0,14,0,1,237,44,0,2.341463415,2.341463415,0.341463415,0,0.024390244,5.780487805,2.341463415,12.3,0,9,0,19,9,38,0,28,60,38,13.76315789,34.76315789,478.450831,96,41,266,57,0,0,420,117,743,117,117,272.74,117,117,117,117,468,Unknown,NA,NA,595.6,0,1,1,6,5,10,0,0,230,230,118.7316,225.1647,168.8341,118.7316,225.1647,168.8341,41,96,238,44,44,237,21,12.3,2.341463415,0,2.341463415,0,0,41,0.3,0,0,0,0,0,0,0,41,237,237,21,0,0,0,0,41,0,0,1,96,14,96,237,2.341463415,0.341463415,2.341463415,11.56097561,11.56097561,41,2.341463415,41,41,237,237,0.341463415,96,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Los_Angeles_Child_Guidance_Clinic_Employment_Opportunities_Online_Application_System_2018-11-22@1545546245121_analysis\filteredTransactionEvaluation.csv
1,Pediatric_Trauma_Society_Research_Investigator_Databank _PTS_RID_2018-11-22@1545546245122,1.32,5,Information System,828,1832,99,29,43,32,114,0,0,57,54,0,85,48,57,42,41,0.023809524,0.024390244,1,1,0,0,4,114,41,0,1.357142857,1.142857143,0,0,0.095238095,2.714285714,1.142857143,12.3,0,0,0,2,0,3,0,2,26,3,52,88.33333333,4593.333333,48,42,295,67,0,0,156,42,518,42,42,105,42,42,42,42,168,Unknown,NA,NA,99.8,0,1,1,16,0,0,0,0,80,80,42.6216,61.7491,50.3831,42.6216,61.7491,50.3831,42,48,119,41,41,114,16,12.3,1.357142857,1,1.142857143,0,0,41,0.292857143,0.69047619,0.024390244,0,0,0,0,0,42,114,114,16,0,0,0,0,42,1,0,4,57,0,48,114,1.357142857,0,1.142857143,5.428571429,5.428571429,42,1.142857143,42,42,114,114,0,57,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Pediatric_Trauma_Society_Research_Investigator_Databank _PTS_RID_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
1,S13b_PTS_RID_2018-11-22@1545550013353,1.28,8,Tool,932,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,NA,NA,1072,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S13b_PTS_RID_2018-11-22@1545550013353_analysis\filteredTransactionEvaluation.csv
1,S13b_SomaticsWeb_DataServices_2018-11-22@1545550013353,2.31,9,Website,193,873,0,0,0,0,0,0,0,0,0,0,0,25,5,5,5,0,0,0,0,0,0,0,4,5,0,1,5,0,0,0,0.8,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,35,0,0,0,0,0,35,0,0,1.3,0,0,0,0,0,Unknown,NA,NA,541,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,4,5,5,4,0,1.5,1,0,5,0,0,5,0.3,0,0,0,0,0,0,0,5,4,4,0,0,0,0,0,5,0,0,0,5,0,25,4,1,0,5,1.6,1.6,5,5,5,5,4,4,0,5,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S13b_SomaticsWeb_DataServices_2018-11-22@1545550013353_analysis\filteredTransactionEvaluation.csv
1,S13b_United_Direct_Marketing_2018-11-22@1545550013353,2.18,8,Website,2332,993,0,0,0,0,0,0,0,0,0,0,0,1,9,5,1,0.8,4,4,4,9,0,0,0,9,0,1.8,0.2,1.8,0,0,0,0.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,47,0,0,0,0,0,47,0,0,1.3,0,0,0,0,0,Unknown,NA,NA,166,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,9,9,0,0,1.5,1.8,4,0.2,0,0,1,0.3,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,0,0,9,9,1,0,1.8,1.8,0.2,0,0,5,0.2,5,5,0,0,1.8,9,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S13b_United_Direct_Marketing_2018-11-22@1545550013353_analysis\filteredTransactionEvaluation.csv
1,S14b_E-LockBox_2018-11-22@1545550013353,1.21,7,Information System,1283,2334,231,66,155,50,279,0,0,103,172,24,213,57,68,18,14,0.222222222,0.214285714,4.5,3,0,0,0,229,30,0,3.777777778,3.166666667,0,0,0,12.72222222,3.166666667,5.4,0,6,0,19,6,38,0,25,76,38,15.21052632,52.36842105,796.5512465,57,18,95,39,0,0,609,155,743,155,155,351.88,155,155,155,155,620,Unknown,NA,NA,NA,0,1,1,11,1,13,0,0,260,260,157.294,439.8615,294.9005,157.294,439.8615,294.9005,18,57,233,30,30,229,25,5.4,3.777777778,3,3.166666667,0,0,14,0.3,1.722222222,0.214285714,0,0,0,0,13,18,229,229,25,0,0,0,0,18,4,0,0,68,0,57,229,3.777777778,0,3.166666667,25.44444444,25.44444444,18,3.166666667,18,18,229,229,0,68,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S14b_E-LockBox_2018-11-22@1545550013353_analysis\filteredTransactionEvaluation.csv
1,S14b_Healthy_Kids_Zone_SurveyApp_2018-11-22@1545550013353,1.18,7,Mobile App,283,1232,258,65,180,48,300,0,0,90,222,33,235,18,121,23,23,0,0,0,0,0,0,0,246,65,0,5.260869565,0.782608696,0,0,0,10.69565217,0.782608696,6.6,0,10,0,14,10,41,0,24,116,41,20.43902439,72.24390244,1476.594884,18,23,134,49,0,0,688,179,871,179,179,406.94,179,179,179,179,716,Unknown,NA,NA,950,0,1,1,6,2,16,0,0,290,290,181.6492,559.2455,367.3202,181.6492,559.2455,367.3202,23,18,246,65,65,246,24,6.6,5.260869565,0,0.782608696,0,0,23,0.286956522,0,0,0,0,0,0,8,23,246,246,24,0,0,0,0,23,0,0,0,121,0,18,246,5.260869565,0,0.782608696,21.39130435,21.39130435,23,0.782608696,23,23,246,246,0,121,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S14b_Healthy_Kids_Zone_SurveyApp_2018-11-22@1545550013353_analysis\filteredTransactionEvaluation.csv
1,S14b_JEP_Online_Platform_2018-11-22@1545550013353,3.6,3,Website,2812,872,328,93,261,40,384,0,0,91,286,57,291,13,81,14,14,0,0,0,0,10,0,0,293,24,0,5.785714286,0.928571429,0.714285714,0,0,20.92857143,0.928571429,4.2,0,11,0,13,11,66,0,24,162,66,19.62121212,117.2575758,2300.735767,13,14,74,42,0,0,1007,261,1123,261,261,588.28,261,261,261,261,1044,Unknown,NA,NA,1295.04,0,1,1,2,0,18,0,0,280,280,264.8628,1130.9557,681.2633,264.8628,1130.9557,681.2633,14,13,293,24,24,293,20,4.2,5.785714286,0,0.928571429,0,0,14,0.3,0,0,0,0,0,0,11,14,293,293,20,0,0,0,0,14,0,0,0,81,10,13,293,5.785714286,0.714285714,0.928571429,41.85714286,41.85714286,14,0.928571429,14,14,293,293,0.714285714,81,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S14b_JEP_Online_Platform_2018-11-22@1545550013353_analysis\filteredTransactionEvaluation.csv
1,S14b_Lose4Good.org_Database_Driven_Socially_Connected_Website_2018-11-22@1545550013354,3,4,Website,1237,387,269,64,258,24,301,10,0,105,158,43,237,66,103,32,30,0.0625,0.066666667,2,2,15,0,0,227,42,0,3.21875,2.0625,0.46875,0,0,7.09375,2.0625,9.6,0,5,0,20,5,42,1,25,210,42,35.71428571,169.5238095,6054.421769,66,32,167,64,0,0,1095,258,1326,258,258,586.24,258,258,258,258,1032,Unknown,NA,NA,1810.32,0,1,1,0,2,10,0,0,170,170,261.8184,1097.6161,640.1599,261.8184,1097.6161,640.1599,32,66,229,42,42,227,12,9.6,3.21875,2,2.0625,0,0,30,0.3,0.625,0.066666667,0,0,0,0,24,32,227,227,12,0,0,0,0,32,2,0,0,103,15,66,227,3.21875,0.46875,2.0625,14.1875,14.1875,32,2.0625,32,32,227,227,0.46875,103,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S14b_Lose4Good.org_Database_Driven_Socially_Connected_Website_2018-11-22@1545550013354_analysis\filteredTransactionEvaluation.csv
1,S14b_Student_Scheduling_Systemb_2018-11-22@1545550013354,7.776,5,Information System,2333,840,138,47,96,24,183,0,0,106,20,20,136,28,75,20,20,0,0,0,0,0,0,0,147,45,0,3.75,1.4,0,0,0,7.35,1.4,6,0,0,0,21,0,22,0,21,63,22,16.09090909,48.04545455,773.0950413,28,20,131,38,0,0,347,96,516,96,96,220.24,96,96,96,96,384,Unknown,NA,NA,193.84,0,1,1,0,2,10,0,0,170,170,97.4208,183.1052,145.7863,97.4208,183.1052,145.7863,20,28,147,45,45,147,12,6,3.75,0,1.4,0,0,20,0.3,0,0,0,0,0,0,8,20,147,147,12,0,0,0,0,20,0,0,0,75,0,28,147,3.75,0,1.4,14.7,14.7,20,1.4,20,20,147,147,0,75,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S14b_Student_Scheduling_Systemb_2018-11-22@1545550013354_analysis\filteredTransactionEvaluation.csv
