id,element,useCase,type,outboundDegree,inboundDegree
478,stl#Case Manager:Add new button,Upload document,0,undefined,undefined
479,stl#Case Manager:invalid description message,Upload document,0,undefined,undefined
480,stl#Case Manager:document upload page,Upload document,0,undefined,undefined
481,stl#Case Manager:case information page,Upload document,0,undefined,undefined
482,stl#Case Manager:unauthorized information message,Upload document,0,undefined,undefined
483,Administrator:document list,View document,0,undefined,undefined
484,Administrator:unauthorized request,View document,0,undefined,undefined
485,Administrator:unauthorized request message,View document,0,undefined,undefined
486,Administrator:document upload page,View document,0,undefined,undefined
487,Case Manager:document upload page,View document,0,undefined,undefined
488,Case Manager:unauthorized request message,View document,0,undefined,undefined
489,Case Manager:unauthorized request,View document,0,undefined,undefined
490,Case Manager:document list,View document,0,undefined,undefined
491,Youth:unauthorized request,View document,0,undefined,undefined
492,Youth:document upload page,View document,0,undefined,undefined
493,Youth:unauthorized request message,View document,0,undefined,undefined
494,Youth:document list,View document,0,undefined,undefined
495,Validate print/download request:role,View document,0,undefined,undefined
496,Validate print/download request:download,View document,0,undefined,undefined
497,Validate print/download request:unauthorized request,View document,0,undefined,undefined
498,Validate print/download request:print,View document,0,undefined,undefined
499,document upload page:Validate print/download request,View document,0,undefined,undefined
500,print:case information page,View document,0,undefined,undefined
501,query document:db,View document,0,undefined,undefined
502,document list:validate role of user,View document,0,undefined,undefined
503,query document:document upload page,View document,0,undefined,undefined
504,download:file manager,View document,0,undefined,undefined
505,validate role of user:query document,View document,0,undefined,undefined
506,validate role of user:role,View document,0,undefined,undefined
507,validate role of user:unauthorized request message,View document,0,undefined,undefined
508,stl#Administrator:document list,View document,0,undefined,undefined
509,stl#Administrator:unauthorized request,View document,0,undefined,undefined
510,stl#Administrator:unauthorized request message,View document,0,undefined,undefined
511,stl#Administrator:document upload page,View document,0,undefined,undefined
512,stl#Case Manager:document upload page,View document,0,undefined,undefined
513,stl#Case Manager:unauthorized request message,View document,0,undefined,undefined
514,stl#Case Manager:unauthorized request,View document,0,undefined,undefined
515,stl#Case Manager:document list,View document,0,undefined,undefined
516,stl#Youth:unauthorized request,View document,0,undefined,undefined
517,stl#Youth:document upload page,View document,0,undefined,undefined
518,stl#Youth:unauthorized request message,View document,0,undefined,undefined
519,stl#Youth:document list,View document,0,undefined,undefined
